,carat,cut,color,clarity,depth,table,price
1343,1,Excellent,I,VS1,61.7,57,"$7,219 "
1344,1,Excellent,G,VS2,61.7,55,"$7,545 "
1345,1,Excellent,G,VS1,61.7,57,"$8,321 "
1346,1,Excellent,F,VVS1,61.3,57,"$10,990 "
1347,1,Excellent,F,VVS1,61.7,55,"$11,794 "
1348,0.99,Excellent,I,SI1,60.1,61,"$4,295 "
1349,0.92,Excellent,H,VS2,62.3,55,"$5,832 "
1350,0.92,Excellent,F,VS1,61.2,57,"$7,079 "
1351,0.92,Excellent,D,VVS1,62.3,57,"$9,736 "
1352,0.91,Excellent,I,VVS2,61.6,57,"$5,791 "
1353,0.91,Excellent,H,VS1,62.2,56,"$6,395 "
1354,0.91,Excellent,H,VVS1,61.8,57,"$7,140 "
1355,0.91,Excellent,F,VVS1,61.2,56,"$9,356 "
1356,0.9,Excellent,H,VS1,60.9,60,"$4,148 "
1357,0.9,Excellent,I,VS1,62.3,55,"$5,512 "
1358,0.9,Excellent,H,VVS2,61.6,56,"$6,271 "
1359,0.9,Excellent,D,VS2,61.7,56,"$7,263 "
1360,0.9,Excellent,E,VVS2,60.5,58,"$9,043 "
1361,0.9,Excellent,E,VVS1,60.8,58,"$9,845 "
1362,0.88,Excellent,E,VS2,61.9,55,"$5,527 "
1363,0.86,Excellent,D,VVS2,62.2,57,"$6,007 "
1364,0.84,Excellent,H,SI2,62.1,56,"$3,280 "
1365,0.84,Excellent,H,VVS2,61.4,55,"$4,751 "
1366,0.84,Excellent,F,VS1,61.5,55,"$5,705 "
1367,0.84,Excellent,E,VVS2,61.5,56,"$6,856 "
1368,0.83,Excellent,F,VS2,61.5,56,"$4,697 "
1369,0.83,Excellent,G,VVS1,61.9,57,"$5,614 "
1370,0.83,Excellent,F,VS2,61.9,56,"$6,283 "
1371,0.83,Excellent,F,VVS1,61.3,57,"$7,151 "
1372,0.82,Excellent,I,VS1,61.2,57,"$3,707 "
1373,0.82,Excellent,H,VS2,61.9,57,"$4,320 "
1374,0.82,Excellent,H,VS2,61.4,57,"$4,320 "
1375,0.82,Excellent,I,IF,62,56,"$4,437 "
1376,0.82,Excellent,D,VS2,61.4,57,"$5,008 "
1377,0.82,Excellent,G,VVS2,62.2,57,"$5,180 "
1378,0.82,Excellent,F,VVS2,62.1,56,"$6,428 "
1379,0.82,Excellent,F,VVS1,61.8,56,"$7,065 "
1380,0.82,Excellent,F,VVS1,61.9,56,"$7,065 "
1381,0.82,Excellent,D,IF,61.7,57,"$7,576 "
1382,0.81,Excellent,I,VVS1,62.4,56,"$3,965 "
1383,0.81,Excellent,H,VS2,61.8,57,"$4,268 "
1384,0.81,Excellent,D,SI1,62.3,55,"$4,269 "
1385,0.81,Excellent,H,VS2,61.5,56,"$4,300 "
1386,0.81,Excellent,D,VS1,61.6,57,"$4,890 "
1387,0.81,Excellent,G,VS1,62.1,57,"$4,913 "
1388,0.81,Excellent,G,VS1,61.7,57,"$4,949 "
1389,0.81,Excellent,F,VS2,62.2,55,"$5,018 "
1390,0.81,Excellent,G,VVS1,61.8,57,"$5,478 "
1391,0.81,Excellent,D,VS2,61.5,56,"$5,632 "
1392,0.81,Excellent,D,VS2,61.5,56,"$5,632 "
1393,0.81,Excellent,D,VVS2,62.2,56,"$7,524 "
1394,0.81,Excellent,D,IF,61.8,56,"$9,512 "
1395,0.8,Excellent,I,VVS2,62.1,56,"$3,799 "
1396,0.8,Excellent,H,VS2,61.7,57,"$4,247 "
1397,0.8,Excellent,F,VS1,62.1,56,"$4,482 "
1398,0.8,Excellent,G,VVS1,61.9,55,"$5,411 "
1399,0.8,Excellent,D,VVS2,61.2,56,"$5,860 "
1400,0.8,Excellent,E,VVS1,62.2,56,"$6,049 "
1401,0.79,Excellent,H,VS2,62,54,"$3,361 "
1402,0.76,Excellent,I,VS2,61.5,57,"$3,121 "
1403,0.76,Excellent,D,VVS2,61.6,58,"$5,632 "
1404,0.76,Excellent,D,VVS1,62.3,56,"$6,119 "
1405,0.75,Excellent,D,VS2,61.9,56,"$3,482 "
1406,0.75,Excellent,F,VVS2,61.4,57,"$4,944 "
1407,0.75,Excellent,D,VVS1,61.4,57,"$6,039 "
1408,0.74,Excellent,D,SI1,61,56,"$3,300 "
1409,0.74,Excellent,H,VS1,61.3,57,"$3,555 "
1410,0.74,Excellent,E,VS1,62.1,56,"$4,297 "
1411,0.74,Excellent,F,VVS1,61.2,56,"$4,371 "
1412,0.74,Excellent,F,VVS2,61.5,56,"$4,878 "
1413,0.73,Excellent,I,VVS2,61.8,56,"$3,034 "
1414,0.73,Excellent,G,VS1,61.9,57,"$3,129 "
1415,0.73,Excellent,H,VS2,62,57,"$3,419 "
1416,0.73,Excellent,D,VS1,61.5,57,"$3,873 "
1417,0.72,Excellent,J,VS1,61.7,56,"$2,558 "
1418,0.72,Excellent,I,VS2,61.4,56,"$2,806 "
1419,0.72,Excellent,I,VS2,61.8,57,"$2,957 "
1420,0.72,Excellent,F,SI1,61.9,57,"$3,156 "
1421,0.72,Excellent,H,VS2,62.3,57,"$3,347 "
1422,0.72,Excellent,H,VS2,61.9,57,"$3,372 "
1423,0.72,Excellent,H,VVS1,61.6,56,"$3,489 "
1424,0.72,Excellent,H,VVS2,61.6,58,"$3,490 "
1425,0.72,Excellent,H,VVS1,62.4,56,"$3,516 "
1426,0.72,Excellent,G,VS2,60.6,58,"$3,561 "
1427,0.72,Excellent,G,VS2,62.3,56,"$3,654 "
1428,0.72,Excellent,G,VS1,62.2,55,"$3,820 "
1429,0.72,Excellent,E,VS2,61.7,56,"$3,910 "
1430,0.72,Excellent,F,VS2,62.2,56,"$3,941 "
1431,0.72,Excellent,F,VVS2,61.7,55,"$4,202 "
1432,0.72,Excellent,E,VVS2,61.8,55,"$4,499 "
1433,0.72,Excellent,F,VVS2,62.3,56,"$4,746 "
1434,0.72,Excellent,F,VVS2,61.8,56,"$4,746 "
1435,0.72,Excellent,D,VVS1,61.8,56,"$5,797 "
1436,0.71,Excellent,I,SI1,59.9,59,"$2,188 "
1437,0.71,Excellent,I,SI1,62.1,56,"$2,575 "
1438,0.71,Excellent,J,VVS2,62,55,"$2,579 "
1439,0.71,Excellent,I,VS2,60.9,58,"$2,767 "
1440,0.71,Excellent,I,VS2,61.8,57,"$2,916 "
1441,0.71,Excellent,I,VVS1,62.2,56,"$3,059 "
1442,0.71,Excellent,H,VVS2,61.4,57,"$3,402 "
1443,0.71,Excellent,D,VS2,61.3,57,"$3,416 "
1444,0.71,Excellent,H,VVS1,62.1,56,"$3,493 "
1445,0.71,Excellent,G,VVS2,60.8,58,"$3,511 "
1446,0.71,Excellent,G,VS2,61.5,57,"$3,512 "
1447,0.71,Excellent,G,VS2,61.3,57,"$3,534 "
1448,0.71,Excellent,G,VS2,62.2,56,"$3,534 "
1449,0.71,Excellent,E,VS2,60.9,57,"$3,548 "
1450,0.71,Excellent,G,VS2,61.4,57,"$3,603 "
1451,0.71,Excellent,F,VVS2,61.5,56,"$3,615 "
1452,0.71,Excellent,G,VS1,61.4,56,"$3,665 "
1453,0.71,Excellent,G,VVS2,62.1,57,"$3,731 "
1454,0.71,Excellent,G,VS1,61.5,55,"$3,767 "
1455,0.71,Excellent,G,VS1,60.9,57,"$3,767 "
1456,0.71,Excellent,F,VS2,61.8,56,"$3,887 "
1457,0.71,Excellent,F,VS2,61.7,55,"$3,887 "
1458,0.71,Excellent,F,VS2,62.2,57,"$3,887 "
1459,0.71,Excellent,E,VS2,61.5,56,"$3,900 "
1460,0.71,Excellent,G,VVS2,61.7,58,"$3,908 "
1461,0.71,Excellent,F,VS1,61.3,58,"$4,113 "
1462,0.71,Excellent,D,VS2,60.8,58,"$4,231 "
1463,0.71,Excellent,D,VS2,61.5,57,"$4,231 "
1464,0.71,Excellent,E,VVS1,61.4,58,"$4,360 "
1465,0.71,Excellent,E,VVS1,61.4,57,"$4,495 "
1466,0.71,Excellent,D,VVS1,62.1,56,"$4,660 "
1467,0.71,Excellent,F,VVS2,61.6,56,"$4,680 "
1468,0.7,Excellent,J,SI1,61.2,57,"$2,203 "
1469,0.7,Excellent,I,VS1,62.2,55,"$2,586 "
1470,0.7,Excellent,E,SI2,62.4,56,"$2,668 "
1471,0.7,Excellent,D,SI1,62.1,57,"$2,846 "
1472,0.7,Excellent,I,VS2,60.8,58,"$2,875 "
1473,0.7,Excellent,G,VS1,61.9,56,"$3,000 "
1474,0.7,Excellent,F,SI1,62.2,57,"$3,068 "
1475,0.7,Excellent,F,SI1,60.8,57,"$3,088 "
1476,0.7,Excellent,G,VVS2,62.1,56,"$3,199 "
1477,0.7,Excellent,H,VS2,61.4,57,"$3,219 "
1478,0.7,Excellent,H,VS2,62.3,57,"$3,278 "
1479,0.7,Excellent,H,VVS2,61.9,57,"$3,351 "
1480,0.7,Excellent,H,VVS2,62.2,56,"$3,393 "
1481,0.7,Excellent,H,VVS2,61.5,58,"$3,393 "
1482,0.7,Excellent,H,IF,61.7,56,"$3,396 "
1483,0.7,Excellent,H,VVS1,61.2,57,"$3,401 "
1484,0.7,Excellent,H,VVS1,60.9,57,"$3,418 "
1485,0.7,Excellent,G,VS2,62.3,56,"$3,485 "
1486,0.7,Excellent,G,VS2,62,56,"$3,552 "
1487,0.7,Excellent,G,VS2,61.6,56,"$3,552 "
1488,0.7,Excellent,G,VS2,61.7,56,"$3,552 "
1489,0.7,Excellent,G,VS1,62.3,56,"$3,653 "
1490,0.7,Excellent,G,VVS2,62.1,56,"$3,679 "
1491,0.7,Excellent,G,VVS2,61.7,56,"$3,706 "
1492,0.7,Excellent,G,VS1,61.2,58,"$3,714 "
1493,0.7,Excellent,G,VS1,62.2,56,"$3,714 "
1494,0.7,Excellent,G,VS1,61.6,56,"$3,714 "
1495,0.7,Excellent,F,VS2,61.9,55,"$3,804 "
1496,0.7,Excellent,F,VS2,60.9,56,"$3,832 "
1497,0.7,Excellent,F,VS2,61.8,58,"$3,832 "
1498,0.7,Excellent,F,VS2,61.7,57,"$3,832 "
1499,0.7,Excellent,F,VS2,61.7,55,"$3,832 "
1500,0.7,Excellent,G,VVS2,62.2,55,"$3,853 "
1501,0.7,Excellent,G,VVS2,61.8,55,"$3,853 "
1502,0.7,Excellent,G,VVS1,62.2,57,"$3,955 "
1503,0.7,Excellent,E,VS1,62.3,56,"$3,980 "
1504,0.7,Excellent,G,VVS1,61.1,57,"$4,006 "
1505,0.7,Excellent,G,VVS1,60.5,57,"$4,006 "
1506,0.7,Excellent,G,VVS1,61.7,56,"$4,006 "
1507,0.7,Excellent,F,VS1,61.8,56,"$4,055 "
1508,0.7,Excellent,F,VS1,61.4,56,"$4,055 "
1509,0.7,Excellent,D,VVS2,61.5,56,"$4,122 "
1510,0.7,Excellent,D,VS2,61.6,55,"$4,171 "
1511,0.7,Excellent,F,VVS1,62,57,"$4,290 "
1512,0.7,Excellent,F,VVS2,61.7,55,"$4,614 "
1513,0.7,Excellent,F,VVS1,61.5,55,"$5,000 "
1514,0.67,Excellent,D,VVS2,61.8,56,"$3,425 "
1515,0.66,Excellent,G,VS1,62.3,55,"$2,815 "
1516,0.66,Excellent,D,VVS2,62.1,56,"$3,374 "
1517,0.66,Excellent,F,VVS2,61.8,57,"$3,451 "
1518,0.66,Excellent,D,VVS1,61.7,57,"$4,832 "
1519,0.65,Excellent,G,VS1,62.4,55,"$2,772 "
1520,0.65,Excellent,F,VVS1,62,56,"$4,206 "
1521,0.64,Excellent,H,VVS2,61.6,55,"$2,304 "
1522,0.64,Excellent,E,SI1,61.8,56,"$2,356 "
1523,0.64,Excellent,D,VS1,61.1,57,"$2,990 "
1524,0.64,Excellent,F,IF,60.8,57,"$4,404 "
1525,0.63,Excellent,J,VVS1,61.2,58,"$2,025 "
1526,0.63,Excellent,J,VVS1,62.2,55,"$2,065 "
1527,0.63,Excellent,G,VVS1,61.8,56,"$2,865 "
1528,0.63,Excellent,D,VVS2,62.2,55,"$3,220 "
1529,0.63,Excellent,F,VVS2,61.6,55,"$3,294 "
1530,0.63,Excellent,F,VVS2,61.7,56,"$3,294 "
1531,0.63,Excellent,F,VVS1,62,56,"$4,077 "
1532,0.62,Excellent,I,VS2,61.8,56,"$1,905 "
1533,0.62,Excellent,G,SI1,61.6,56,"$2,172 "
1534,0.62,Excellent,H,VS1,61.6,56,"$2,257 "
1535,0.62,Excellent,H,VVS1,61.6,56,"$2,531 "
1536,0.62,Excellent,H,VVS1,61.8,57,"$2,531 "
1537,0.62,Excellent,G,VS1,62,55,"$2,644 "
1538,0.62,Excellent,E,VVS1,61.6,56,"$4,286 "
1539,0.62,Excellent,F,VS2,60.5,59,"$1,900 "
1540,0.61,Excellent,J,SI1,62.6,58,"$1,098 "
1541,0.61,Excellent,J,SI1,61.8,56,"$1,621 "
1542,0.61,Excellent,J,VVS1,61.4,57,"$1,795 "
1543,0.61,Excellent,I,VS2,61.8,55,"$1,971 "
1544,0.61,Excellent,H,SI1,61.2,56,"$2,079 "
1545,0.61,Excellent,F,SI1,62.2,56,"$2,160 "
1546,0.61,Excellent,E,SI1,61.8,57,"$2,193 "
1547,0.61,Excellent,F,VS2,62.2,56,"$2,375 "
1548,0.61,Excellent,H,VVS2,61.5,55,"$2,390 "
1549,0.61,Excellent,H,VS1,62.3,56,"$2,406 "
1550,0.61,Excellent,H,VVS1,61.7,56,"$2,490 "
1551,0.61,Excellent,F,VS2,61.4,56,"$2,491 "
1552,0.61,Excellent,F,VS2,62,57,"$2,491 "
1553,0.61,Excellent,E,VS2,61.9,56,"$2,549 "
1554,0.61,Excellent,G,VS1,61.3,56,"$2,601 "
1555,0.61,Excellent,G,VS1,61,57,"$2,601 "
1556,0.61,Excellent,G,VS1,62,57,"$2,601 "
1557,0.61,Excellent,D,VS1,61.1,57,"$2,606 "
1558,0.61,Excellent,G,IF,62.3,57,"$2,646 "
1559,0.61,Excellent,D,VS2,62.3,55,"$2,654 "
1560,0.61,Excellent,E,VS2,61.6,56,"$2,656 "
1561,0.61,Excellent,E,VS1,62.2,57,"$2,834 "
1562,0.61,Excellent,F,VVS2,60.5,57,"$2,865 "
1563,0.61,Excellent,F,VVS1,60.9,57,"$3,947 "
1564,0.61,Excellent,E,VVS1,61.9,57,"$4,217 "
1565,0.6,Excellent,J,VS2,62.2,56,"$1,614 "
1566,0.6,Excellent,J,SI1,61.2,57,"$1,700 "
1567,0.6,Excellent,I,VS2,59.7,58,"$1,874 "
1568,0.6,Excellent,I,VS2,61.2,58,"$1,874 "
1569,0.6,Excellent,I,VS2,61.5,56,"$1,964 "
1570,0.6,Excellent,I,VS1,61.6,56,"$1,986 "
1571,0.6,Excellent,J,VVS1,61.9,56,"$2,015 "
1572,0.6,Excellent,I,VVS2,62.1,56,"$2,055 "
1573,0.6,Excellent,H,SI1,62.2,55,"$2,076 "
1574,0.6,Excellent,G,SI1,62.3,56,"$2,086 "
1575,0.6,Excellent,H,VVS2,61.8,56,"$2,153 "
1576,0.6,Excellent,H,VS1,62.4,57,"$2,168 "
1577,0.6,Excellent,H,VS1,62,57,"$2,317 "
1578,0.6,Excellent,H,VS2,61.5,57,"$2,325 "
1579,0.6,Excellent,H,VVS2,61.2,58,"$2,332 "
1580,0.6,Excellent,E,VS2,61.4,57,"$2,359 "
1581,0.6,Excellent,H,VVS1,61.2,55,"$2,377 "
1582,0.6,Excellent,G,VS2,61.8,56,"$2,415 "
1583,0.6,Excellent,H,VVS1,61.2,58,"$2,449 "
1584,0.6,Excellent,F,VS2,62.4,55,"$2,463 "
1585,0.6,Excellent,E,SI1,61.4,56,"$2,571 "
1586,0.6,Excellent,D,VS2,61.7,55,"$2,611 "
1587,0.6,Excellent,F,VS1,62.3,56,"$2,759 "
1588,0.6,Excellent,F,VVS2,62.3,56,"$3,137 "
1589,0.6,Excellent,F,VVS2,61.4,57,"$3,137 "
1590,0.6,Excellent,F,VVS2,61.5,56,"$3,137 "
1591,0.6,Excellent,F,VVS2,61.3,58,"$3,137 "
1592,0.6,Excellent,D,VVS1,62,57,"$3,489 "
1593,0.6,Excellent,F,VVS1,61.3,55,"$3,882 "
1594,0.6,Excellent,F,VVS1,61.6,57,"$3,882 "
1595,0.6,Excellent,F,VVS1,61.1,56,"$3,882 "
1596,0.6,Excellent,F,VVS1,62.1,56,"$3,882 "
1597,0.6,Excellent,E,IF,61.8,57,"$4,157 "
1598,0.59,Excellent,F,SI1,61.3,56,"$1,997 "
1599,0.59,Excellent,H,VS1,60.6,56,"$2,058 "
1600,0.59,Excellent,F,VS1,62,56,"$2,404 "
1601,0.59,Excellent,E,VVS1,61.8,56,"$3,100 "
1602,0.58,Excellent,G,SI1,61.9,57,"$1,902 "
1603,0.58,Excellent,G,SI1,61.6,56,"$1,902 "
1604,0.58,Excellent,F,SI1,61.3,57,"$1,926 "
1605,0.57,Excellent,J,VVS1,60.9,55,"$1,651 "
1606,0.57,Excellent,H,SI1,60.7,57,"$1,803 "
1607,0.57,Excellent,H,SI1,61.3,56,"$1,803 "
1608,0.57,Excellent,F,SI1,60.8,57,"$1,858 "
1609,0.57,Excellent,G,VVS2,62,56,"$1,881 "
1610,0.57,Excellent,G,SI1,61.8,57,"$1,883 "
1611,0.57,Excellent,H,VS1,62.3,57,"$1,995 "
1612,0.57,Excellent,H,VS1,61.2,57,"$2,025 "
1613,0.57,Excellent,E,VS1,61.8,57,"$2,035 "
1614,0.57,Excellent,H,VVS2,62.3,55,"$2,070 "
1615,0.57,Excellent,D,VS1,61.9,56,"$2,099 "
1616,0.57,Excellent,D,IF,62.1,57,"$3,025 "
1617,0.57,Excellent,D,IF,61.7,57,"$3,744 "
1618,0.56,Excellent,I,SI1,61.7,56,"$1,525 "
1619,0.56,Excellent,H,SI1,61.6,56,"$1,771 "
1620,0.56,Excellent,I,VS1,61.5,56,"$1,789 "
1621,0.56,Excellent,E,SI1,60.5,57,"$1,883 "
1622,0.56,Excellent,H,VS2,61.4,57,"$1,935 "
1623,0.56,Excellent,G,VVS2,61.5,56,"$1,966 "
1624,0.56,Excellent,F,VS2,62,56,"$1,979 "
1625,0.56,Excellent,G,VS2,60.7,57,"$2,017 "
1626,0.56,Excellent,G,VS2,61.1,57,"$2,017 "
1627,0.56,Excellent,D,VS2,61.9,55,"$2,315 "
1628,0.56,Excellent,D,VS2,62.3,54,"$2,315 "
1629,0.56,Excellent,F,VS2,61.4,55,"$2,349 "
1630,0.56,Excellent,F,VVS2,62.1,57,"$2,410 "
1631,0.56,Excellent,F,VVS2,61.2,58,"$2,416 "
1632,0.56,Excellent,F,VVS2,62.3,56,"$2,642 "
1633,0.56,Excellent,D,VVS1,62.1,55,"$2,835 "
1634,0.56,Excellent,E,VVS2,61.1,57,"$2,882 "
1635,0.56,Excellent,D,VVS1,61.9,57,"$3,242 "
1636,0.55,Excellent,I,VS1,63.1,57,"$1,217 "
1637,0.55,Excellent,I,SI1,61.7,56,"$1,509 "
1638,0.55,Excellent,J,VVS2,61.6,57,"$1,521 "
1639,0.55,Excellent,I,SI1,61.4,56,"$1,582 "
1640,0.55,Excellent,I,VS2,61.8,56,"$1,694 "
1641,0.55,Excellent,I,VS2,61.8,57,"$1,730 "
1642,0.55,Excellent,H,SI1,61.3,57,"$1,781 "
1643,0.55,Excellent,G,SI1,61.8,57,"$1,803 "
1644,0.55,Excellent,E,SI1,61.9,57,"$1,849 "
1645,0.55,Excellent,H,VS2,61.6,56,"$1,858 "
1646,0.55,Excellent,H,VS1,61.5,57,"$1,954 "
1647,0.55,Excellent,H,VS1,61.9,57,"$1,954 "
1648,0.55,Excellent,H,VS1,61.6,57,"$1,954 "
1649,0.55,Excellent,G,VVS2,61.6,55,"$2,256 "
1650,0.55,Excellent,E,VS1,62.1,57,"$2,274 "
1651,0.55,Excellent,F,VVS2,61.1,57,"$2,595 "
1652,0.55,Excellent,F,VVS2,61.2,56,"$2,595 "
1653,0.55,Excellent,F,VVS2,62.3,56,"$2,595 "
1654,0.55,Excellent,E,VVS2,60.1,58,"$2,598 "
1655,0.55,Excellent,D,VVS2,61.8,55,"$2,701 "
1656,0.55,Excellent,D,VVS2,61.3,57,"$2,701 "
1657,0.55,Excellent,F,VVS1,62.3,56,"$2,840 "
1658,0.55,Excellent,D,IF,61.9,56,"$3,282 "
1659,0.55,Excellent,D,VVS1,61.6,55,"$3,621 "
1660,0.55,Excellent,D,IF,62,56,"$4,086 "
1661,0.54,Excellent,I,VS1,62,57,"$1,154 "
1662,0.54,Excellent,J,VS1,61,56,"$1,468 "
1663,0.54,Excellent,I,SI1,61.7,56,"$1,554 "
1664,0.54,Excellent,I,VS2,60.5,56,"$1,618 "
1665,0.54,Excellent,I,VS1,61.5,57,"$1,677 "
1666,0.54,Excellent,I,VVS2,61.9,55,"$1,740 "
1667,0.54,Excellent,F,SI1,61.3,56,"$1,793 "
1668,0.54,Excellent,H,VVS1,61.7,55,"$1,801 "
1669,0.54,Excellent,G,VVS1,61.8,56,"$1,855 "
1670,0.54,Excellent,H,VS2,60.5,56,"$1,865 "
1671,0.54,Excellent,H,VVS1,60.8,58,"$1,894 "
1672,0.54,Excellent,E,VS1,61.6,56,"$1,927 "
1673,0.54,Excellent,H,VVS1,62.2,56,"$1,941 "
1674,0.54,Excellent,D,VS2,60.9,57,"$1,971 "
1675,0.54,Excellent,H,VVS1,61.8,56,"$1,974 "
1676,0.54,Excellent,F,VS1,61.7,58,"$2,022 "
1677,0.54,Excellent,F,VS1,61.7,56,"$2,048 "
1678,0.54,Excellent,E,VS2,61.1,56,"$2,124 "
1679,0.54,Excellent,D,VS2,61.2,57,"$2,232 "
1680,0.54,Excellent,E,VS1,60.4,57,"$2,233 "
1681,0.54,Excellent,E,VS1,62.1,56,"$2,233 "
1682,0.54,Excellent,F,VVS1,62,56,"$2,295 "
1683,0.54,Excellent,F,VVS2,60.6,58,"$2,330 "
1684,0.54,Excellent,F,VVS1,61.7,57,"$2,439 "
1685,0.54,Excellent,F,VVS2,62.1,56,"$2,548 "
1686,0.54,Excellent,D,VVS1,61.2,56,"$3,555 "
1687,0.53,Excellent,G,VS2,62,55,"$1,638 "
1688,0.53,Excellent,I,VS1,62.3,56,"$1,660 "
1689,0.53,Excellent,I,VVS2,61.7,57,"$1,724 "
1690,0.53,Excellent,F,SI1,61.6,57,"$1,773 "
1691,0.53,Excellent,H,VS1,61.8,56,"$1,849 "
1692,0.53,Excellent,H,VS1,61.1,57,"$1,849 "
1693,0.53,Excellent,H,VVS2,61.7,57,"$1,876 "
1694,0.53,Excellent,H,VVS1,61.3,55,"$1,938 "
1695,0.53,Excellent,H,VVS1,62.2,57,"$1,938 "
1696,0.53,Excellent,G,VS2,61.8,55,"$1,958 "
1697,0.53,Excellent,G,VVS1,61.7,56,"$1,981 "
1698,0.53,Excellent,F,VS2,61.7,57,"$2,015 "
1699,0.53,Excellent,F,VS2,61.8,55,"$2,015 "
1700,0.53,Excellent,G,VVS2,61.2,57,"$2,058 "
1701,0.53,Excellent,G,VVS2,61.7,56,"$2,058 "
1702,0.53,Excellent,D,VS2,62,56,"$2,091 "
1703,0.53,Excellent,E,VS1,62.2,56,"$2,192 "
1704,0.53,Excellent,E,VS1,61.6,56,"$2,192 "
1705,0.53,Excellent,E,VS1,61.6,57,"$2,192 "
1706,0.53,Excellent,F,VVS2,61.7,55,"$2,501 "
1707,0.53,Excellent,E,VVS1,61,57,"$2,571 "
1708,0.53,Excellent,D,VVS1,61.4,57,"$2,882 "
1709,0.53,Excellent,D,VVS2,61.2,55,"$2,951 "
1710,0.53,Excellent,E,VVS1,61.9,56,"$3,027 "
1711,0.52,Excellent,I,SI1,61.7,57,"$1,494 "
1712,0.52,Excellent,I,VVS2,61.2,56,"$1,606 "
1713,0.52,Excellent,G,SI1,61.7,57,"$1,610 "
1714,0.52,Excellent,H,VS2,61.3,58,"$1,687 "
1715,0.52,Excellent,I,VVS2,61.5,56,"$1,692 "
1716,0.52,Excellent,F,VS2,62.3,54,"$1,784 "
1717,0.52,Excellent,H,VVS1,61.8,56,"$1,862 "
1718,0.52,Excellent,H,VS1,61.5,56,"$1,867 "
1719,0.52,Excellent,G,VVS2,60.9,57,"$1,879 "
1720,0.52,Excellent,G,VVS2,61.6,58,"$1,879 "
1721,0.52,Excellent,H,VVS2,60.7,56,"$1,888 "
1722,0.52,Excellent,H,VVS2,61.6,57,"$1,888 "
1723,0.52,Excellent,H,VVS2,61.8,58,"$1,888 "
1724,0.52,Excellent,E,VS2,62.3,56,"$1,893 "
1725,0.52,Excellent,H,VVS1,61.3,56,"$1,901 "
1726,0.52,Excellent,G,VS1,61.7,56,"$1,943 "
1727,0.52,Excellent,G,VVS2,61.3,56,"$2,019 "
1728,0.52,Excellent,E,VS1,61.5,56,"$2,150 "
1729,0.52,Excellent,E,VS1,61.7,56,"$2,150 "
1730,0.52,Excellent,E,VVS2,61.4,56,"$2,174 "
1731,0.52,Excellent,E,VVS2,60.6,58,"$2,174 "
1732,0.52,Excellent,F,VVS2,61.7,54,"$2,243 "
1733,0.52,Excellent,F,VVS2,61.9,57,"$2,252 "
1734,0.52,Excellent,F,IF,61,57,"$2,385 "
1735,0.52,Excellent,F,VVS2,61.6,56,"$2,454 "
1736,0.52,Excellent,D,VVS2,61.1,56,"$2,554 "
1737,0.52,Excellent,E,VVS2,61.7,56,"$2,676 "
1738,0.52,Excellent,E,VVS1,62,54,"$2,714 "
1739,0.52,Excellent,E,VVS1,60.5,58,"$2,714 "
1740,0.51,Excellent,J,VS2,61.5,56,"$1,363 "
1741,0.51,Excellent,H,VS1,61.6,57,"$1,579 "
1742,0.51,Excellent,H,SI1,61.5,56,"$1,606 "
1743,0.51,Excellent,J,IF,62,56,"$1,637 "
1744,0.51,Excellent,E,SI1,62,56,"$1,652 "
1745,0.51,Excellent,D,SI1,61.5,57,"$1,664 "
1746,0.51,Excellent,G,VVS2,61.4,57,"$1,683 "
1747,0.51,Excellent,G,SI1,61.6,58,"$1,685 "
1748,0.51,Excellent,H,VS1,61.1,57,"$1,692 "
1749,0.51,Excellent,H,VVS1,61.1,56,"$1,838 "
1750,0.51,Excellent,H,VVS2,61.1,57,"$1,852 "
1751,0.51,Excellent,F,VS2,60.7,58,"$1,939 "
1752,0.51,Excellent,F,VS2,62.1,55,"$1,939 "
1753,0.51,Excellent,G,VVS2,61.4,56,"$1,980 "
1754,0.51,Excellent,G,VVS1,60,58,"$2,062 "
1755,0.51,Excellent,F,VS1,61.5,55,"$2,078 "
1756,0.51,Excellent,E,VS1,62,57,"$2,109 "
1757,0.51,Excellent,E,VVS2,61.3,57,"$2,126 "
1758,0.51,Excellent,F,VVS2,61.3,56,"$2,200 "
1759,0.51,Excellent,D,VS1,62.2,56,"$2,377 "
1760,0.51,Excellent,D,VVS2,61.8,56,"$2,617 "
1761,0.51,Excellent,E,VVS2,60.8,57,"$2,625 "
1762,0.51,Excellent,E,VVS2,61.4,57,"$2,625 "
1763,0.51,Excellent,F,VVS1,60.4,58,"$2,634 "
1764,0.51,Excellent,F,IF,60.8,58,"$2,696 "
1765,0.51,Excellent,E,VVS1,61.4,56,"$2,913 "
1766,0.5,Excellent,J,VS2,61.7,56,"$1,350 "
1767,0.5,Excellent,I,SI1,61.1,57,"$1,451 "
1768,0.5,Excellent,E,SI1,61.4,58,"$1,619 "
1769,0.5,Excellent,H,VS2,60.5,58,"$1,622 "
1770,0.5,Excellent,H,VS1,60.5,57,"$1,658 "
1771,0.5,Excellent,F,VS2,61.6,57,"$1,686 "
1772,0.5,Excellent,G,VS1,61.4,56,"$1,710 "
1773,0.5,Excellent,E,VS2,61.5,58,"$1,820 "
1774,0.5,Excellent,H,VVS2,61.7,56,"$1,823 "
1775,0.5,Excellent,H,IF,60.9,57,"$1,860 "
